name,business_type,state_registered,street_registered,city_registered,zip5_registered,state_physical,street_physical,city_physical,zip5_physical,filing_number,public,registered_zip_state_validation,physical_zip_state_validation
"""AH LIFE, INC.""",CORPORATION,WA,16706 86TH PL SW,VASHON,98070,WA,16706 86TH PL SW,VASHON,98070,602377231,N,valid,valid
"""AH"" MAZING DESIGN, LLC",CORPORATION,OH,,,,,,MINERVA PARK,,2321301,N,missing,missing
"""AIR BEDS UNLIMITED""",LLC,CO,9276 ROADRUNNER DR,HIGHLANDS RANCH,80129,CO,9276 ROADRUNNER DR,HIGHLANDS RANCH,80129,20041290236,N,valid,valid
"""ALBERT E. SHOCKEY"" DETACHMENT OF THE MARINE CORPS LEAGUE",NONPROFIT,IN,508 MAGNOLIA DR,KOKOMO,46901,IN,PO BOX 2831,KOKOMO,46904,2008042100462,N,valid,valid
"""ALBERT F. SCHNEIDER LLC"".",CORPORATION,OH,,,,,,WEST CHESTER,,LL818,N,missing,missing
"""ALEX"" EXPRESS CAR & LIMO INC.",CORPORATION,NY,1747 WEST 6TH ST,BROOKLYN,11223,NY,1747 WEST 6TH ST,BROOKLYN,11223,1824807,N,valid,valid
"""ALGOHE SERVICES LLC""",LLC,FL,6020 BENT PNE DR,ORLANDO,32822,FL,6020 BENT PNE DR APT 2722,ORLANDO,32822,L21000068407,N,valid,valid
"""ALISSI CONSULTING INC.""",CORPORATION,WA,1029 SLATER RD,BELLINGHAM,98226,WA,1029 SLATER RD,BELLINGHAM,98226,601699730,N,valid,valid
"""ALL ACTION CLOTHING"" LLC",LLC,GA,1989 CHESHIRE BRG RD NE,ATLANTA,30324,GA,1989 CHESHIRE BRG RD NE,ATLANTA,30324,20069961,N,valid,valid
"""ALL AMERICAN ENERGY COOPERATIVE ASSOCIATION, INC.""",NONPROFIT,OH,,,,OH,,MALVERN,,1324616,N,missing,missing
"""ALL DOGS! DOG TRAINING"" LLC",LLC,MO,2240 BRIARCREST DR,FLORISSANT,63033,,,,,LC1122292,,valid,missing
"""ALL FOR YOU"" CONCIERGE SERVICES, INC.",CORPORATION,FL,3719 RED MAPLE CIR,DELRAY BEACH,33445,FL,3719 RED MAPLE CIR,DELRAY BEACH,33445,P07000081323,N,valid,valid
"""ALL HOPE CHRISTIAN ACADEMY"", ""LLC""",LLC,FL,2036 SPYGLASS CT,LAKELAND,33810,FL,200 HAVENDALE BLVD,AUBURNDALE,33823,L16000114028,N,valid,valid
"""ALL NATION"" END-TIME MINISTRIES INC",NONPROFIT,FL,2405 COUNTRY CLB DR,TALLAHASSEE,32301,FL,2404 COUNTRY CLB DR,TALLAHASSEE,32301,N04000008357,N,valid,valid
"""ALL THAT BY SCOTT"" LANDSCAPING & GENERAL MAINTENANCE, LLC.",LLC,FL,8457 N SANTOS DR,CITRUS SPRINGS,34434,FL,8457 N SANTOS DR,CITRUS SPRINGS,34434,L19000105957,N,valid,valid
"""ALL THAT YOU ARE"", LLC",LLC,CT,,,,CT,13 BEECHWOOD LN,OLD LYME,06371,899142,N,missing,valid
"""ALL THINGS NEW"", LLC",LLC,MO,117 S LEXINGTON STSTE 100,HARRISONVILLE,64701,,,,,LC001610984,,valid,missing
"""ALL THINGS V"" LLC",LLC,GA,2333 CRIMSON CRK LN,SNELLVILLE,30078,GA,2333 CRIMSON CRK LN,SNELLVILLE,30078,20122797,N,valid,valid
"""ALL YOU NEED"" RESIDENTIAL ASSISTED LIVING FACILITY ""LLC""",LLC,FL,26 RIDGEWAY CT,CRAWFORDVILLE,32327,FL,26 RIDGEWAY CT,CRAWFORDVILLE,32327,L20000119497,N,valid,valid
"""ALL"" UPHOLSTERY, INC.",CORPORATION,FL,8645 SE 57TH DR,OKEECHOBEE,34974,FL,8645 SE 57TH DR,OKEECHOBEE,34974,P95000021572,N,valid,valid
"""ALL""-TIMATE AUTO CARE LLC",LLC,PA,,,,,340 INDUSTRIAL BLVD,NEW KENSINGTON,,3980608,,missing,missing
"""ALLEGHENY PROPERTIES/RENTALS, LLC.""",LLC,MO,609 ADAMS AVE,MOBERLY,65270,,,,,LC0735645,,valid,missing
"""ALLEMAENGEL CARPENTRY AND CONSTRUCTION""",CORPORATION,PA,7679 ALLEMAENGEL RD,NEW TRIPOLI,,,7679 ALLEMAENGEL RD,NEW TRIPOLI,,3946807,,missing,missing
"""ALLISON LOVING CARE FOR SENIORS, LLC""",LLC,GA,"3000 HWY 5, APT #115",DOUGLASVILLE,30135,GA,"3000 HWY 5, APT #115",DOUGLASVILLE,30135,21066372,N,valid,valid
"""ALMAR CREATIONS""",CORPORATION,PA,,,,PA,*( MONTGOMERY AVE,PENN VALLEY,,2109613,,missing,missing
"""ALMAS"" AMERICA LATINA MAGIA, ARTE, SALUD HOLISTIC CENTER, LLC",LLC,GA,334 S MAIN ST,ALPHARETTA,30009,GA,334 SOUTH MAIN ST,ALPHARETTA,30009,12007523,N,valid,valid
"""ALONE"" TRANSPORTATIONS INC.",CORPORATION,NY,"VALENTIN PLINGU 8307 HICKORY STREET, #7",WHITNEY POINT,13862,,,,,3092963,N,valid,missing
"""ALPHA Y LA OMEGA"" LANDSCAPING CORP",CORPORATION,WA,760 MARYLAND AVE,CHEHALIS,98532,WA,760 MARYLAND AVE,CHEHALIS,98532,602363840,N,valid,valid
"""ALREADY FAMOUS"" LLC.",LLC,GA,3398 DEMOONEY RD,ATLANTA,30349,GA,3398 DEMOONEY RD,ATLANTA,30349,11084737,N,valid,valid
"""ALTIRO"" CHILEAN COUSINE LLC",LLC,FL,15425 PLANTATION OAK DR,TAMPA,33647,FL,15425 PLANTATION OAK DR APT 1,TAMPA,33647,L21000133555,N,valid,valid
"""ALTON G. RAY BUILDER, INC.""",CORPORATION,GA,59 POND OAK WY,MORELAND,30259,GA,59 POND OAK WY,MORELAND,30259,H810144,N,valid,valid
"""ALWAYS HOME"" SERVICES, LLC.",LLC,FL,8515 RVR PRESERVE DR,BRADENTON,34212,FL,1767 LAKEWOOD RNCH BLVD #132,BRADENTON,34211,L11000110456,N,valid,valid
"""ALWAYS"" ALEXANDRIA BAY LLC",LLC,NY,90 KNOLLWOOD DR,ROCHESTER,14618,,,,,5529771,N,valid,missing
"""AMAL 2008"" INC",CORPORATION,FL,5237 CORONADO PKWY,NAPLES,34116,FL,12215 COLLIER BLVD (951) #2,NAPLES,34116,P08000076825,N,valid,valid
"""AMAYA`S NURSERY.LLC""",LLC,FL,1521 NE 8TH ST,HOMESTEAD,33033,FL,23625 SW 152 AV REAR,HOMESTEAD,33032,L19000121740,N,valid,valid
"""AMAZED"" REPAIR WORKS",LLC,CO,7185 SILVER TORCH TER,COLORADO SPRINGS,80919,CO,7185 SILVER TORCH TER,COLORADO SPRINGS,80919,20141548358,N,valid,valid
"""AMBASSADOR CORPORATE SERVICES""",LLC,IN,"135 NORTH PENNSYLVANIA STREET, STE 1610",INDIANAPOLIS,46204,IN,11020 DIEBOLD RD,FORT WAYNE,46845,2006050900593,N,valid,valid
"""AMBASSADOR ENTERPRISES""",LLC,IN,"135 NORTH PENNSYLVANIA STREET, STE 1610",INDIANAPOLIS,46204,IN,11020 DIEBOLD RD,FORT WAYNE,46845,2006050900593,N,valid,valid
"""AMBASSADOR INVESTMENTS""",LLC,IN,"135 NORTH PENNSYLVANIA STREET, STE 1610",INDIANAPOLIS,46204,IN,11020 DIEBOLD RD,FORT WAYNE,46845,2006050900593,N,valid,valid
"""AMBASSADOR LAUNDRIES, INC.""",CORPORATION,OH,,,,OH,,ATHENS,,198224,N,missing,missing
"""AMBASSADOR LEADERSHIP""",LLC,IN,"135 NORTH PENNSYLVANIA STREET, STE 1610",INDIANAPOLIS,46204,IN,11020 DIEBOLD RD,FORT WAYNE,46845,2006050900593,N,valid,valid
"""AMERICAN CHEMICAL CO.""",CORPORATION,PA,,,,,,,,2109227,,missing,missing
"""AMERICAN CLEANERS""",CORPORATION,PA,,,,,332 E JEFFERSON ST,BUTLER,,2110904,,missing,missing
"""AMERICAN INSTITUTE FOR PUBLIC SAFETY-INDIANA-",LLC,IN,301-B HOPKINS RD,INDIANAPOLIS,46229,IN,"301 HOPKINS RD, # B",INDIANAPOLIS,46229,1997051343,N,valid,valid
"""AMERICAN LADY"" LLC",LLC,NY,11 EAST 20TH ST,NEW YORK,10003,,,,,2743684,N,valid,missing
"""AMERICAN SEED COMPANY""",CORPORATION,PA,,,,,42-44 W ORANGE ST,LANCASTER,,2112663,,missing,missing
"""AMERICAN TAILORING COMPANY""",CORPORATION,PA,,,,,,,,2112544,,missing,missing
"""AMERICAN-ITALIAN RESTAURANT""",CORPORATION,PA,,,,,156 E HAMILTON ST,ALLENTOWN,,2111137,,missing,missing
"""AMJ TRUCKING, LLC""",LLC,MO,117 NW AA HWY,KINGSVILLE,64061,,,,,LC0572752,,valid,missing
"""AMSTERDAM BED & BREAKFAST""",CORPORATION,PA,,,,PA,31 RDG RD,PHOENIXVILLE,,2111776,,missing,missing
"""AMY'S ATTIC""",CORPORATION,PA,,,,PA,265 BEECH ST,POTTSTOWN,,877461,,missing,missing
"""AND JUSTICE FOR ALL""",NONPROFIT,MO,402 ADAM STEET,SIKESTON,63801,,,,,N01137251,,valid,missing
"""AND STUFF LIKE THAT""",CORPORATION,PA,,,,,1991 ROSEDALE RD,QUAKERTOWN,,3704232,,missing,missing
"""AND THE NEW"" HARLEM BOXING CENTER LLC",LLC,NY,207 E 110TH ST,NEW YORK,10029,,,,,5611166,N,valid,missing
"""ANDREWS HOME, AWAY FROM HOME"" LLC",PARTNERSHIP,OH,,,,,,HAMILTON,,1784849,N,missing,missing
"""ANGELIC HEALING HANDS"", INC.",CORPORATION,OR,,,,OR,1225 NW MURRAY RD STE 103,PORTLAND,97229,70499687,N,missing,valid
"""ANIMAL HOUSE"" KENNELS, LLC",LLC,MS,,,,,3272 HWY 43 NORTH,,,1013793,N,missing,missing
"""ANNA'S OF LAKELAND, LLC.""",LLC,FL,"500 S FLORIDA AVENUE, STE #300",LAKELAND,33801,FL,1456 TOWN CTR DR,LAKELAND,33803,L05000054496,N,valid,valid
"""ANOTHER"" SMOOTH MOVE MOVING LLC",LLC,MO,157 CR 3360,SALEM,65560,,,,,LC0954661,,valid,missing
"""ANOTHERWAY"" THE WAY OF THE LORD MINISTRY INC.",NONPROFIT,NY,32-23 90TH ST APT 201,EAST ELMHURST,11369,,,,,6014632,N,valid,missing
"""ANT THE MAN"" YARD SERVICE",LLC,CO,228 FAY DR,COLORADO SPRINGS,80911,CO,228 FAY DR,COLORADO SPRINGS,80911,20201699822,N,valid,valid
"""ANTHONY""S WORLD OF MUSIC THROUGH THEORY & SOUND LLC""",LLC,GA,1126 HWY 314,FAYETTEVILLE,30214,GA,1126 HWY 314,FAYETTEVILLE,30214,19124539,N,valid,valid
"""ANYTHING'S POSSIBLE"" TYPING & MOBILE NOTARY SERVICE, LLC",LLC,WA,5200 132ND ST NE,MARYSVILLE,98271,WA,5200 132ND ST NE,MARYSVILLE,98271,604477946,N,valid,valid
"""APOGEO"" FOUNDATION GLOBAL PUBLIC ART INC",NONPROFIT,FL,1755 W 60TH ST,HIALEAH,33012,FL,1755 W 60TH ST,HIALEAH,33012,N09000002413,N,valid,valid
"""APOSTOLIC LUTHERAN WESTERN MISSION""",NONPROFIT,OR,,,,WA,2115 CHINA GDN RD,KALAMA,98625,3049715,N,missing,valid
"""APOSTOLOS ANDREAS"" PATRON KYPROU & DIASPORAS INC.",NONPROFIT,NY,23-09 31ST ST,ASTORIA,11105,,,,,5038418,N,valid,missing
"""AQUA BLAST"" PRESSURE CLEANING & SMALL REPAIRS, ""LLC""",LLC,FL,1579 QUATRAIN LN,SEBASTIAN,32958,FL,1579 QUATRAIN LN,SEBASTIAN,32958,L17000185292,N,valid,valid
"""AQUALOVEINC."" LLC.",LLC,IN,"2413 HOBART ROAD, APT A/1",INDIANAPOLIS,46203,IN,"2413 HOBART ROAD, A/1",INDIANAPOLIS,46203,202105291494670,N,valid,valid
"""ARARAT CONTRACTOR LLC""",CORPORATION,OH,,,,,,PARMA,,1474286,N,missing,missing
"""ARNIE'S TAVERN""",LLC,IN,4535 S ST JOSEPH ST,SAINT ANTHONY,47575,IN,4535 S ST JOSEPH ST,SAINT ANTHONY,47575,2001020701797,N,valid,valid
"""AROUND THE CLOCK"" CLEAN TEAM ""LLC""",CORPORATION,OH,,,,,,CLEVELAND HEIGHTS,,2060569,N,missing,missing
"""ARROW HOSIERY CO.""",CORPORATION,PA,,,,,,,,2107395,,missing,missing
"""ARROYOS"" CONCRETE LLC",LLC,CO,631 S PATTON CT,DENVER,80219,CO,631 S PATTON CT,DENVER,80219,20208075403,N,valid,valid
"""ART OF GOD"" MINISTRIES, CHURCH OF THE HOLY GHOST (C.O.T.H.G.)",NONPROFIT,CT,,,,,,,,836979,N,missing,missing
"""ART UNLEASHED"", INC.",CORPORATION,FL,21644 REFLECTION LN,BOCA RATON,33428,FL,21644 REFLECTION LN,BOCA RATON,33428,P06000121505,N,valid,valid
"""ARTCRAFT DECORATING CO.",CORPORATION,PA,,,,,1934 HIGHLAND ST,ALENTOWN,,2112643,,missing,missing
"""ARTCRAFT DECORATING CO.""",CORPORATION,PA,,,,,39 N 9TH ST,ALLENTOWN,,2112639,,missing,missing
"""ARTHOMEDESIGN TECHNOLOGIES"" INC.",CORPORATION,WA,100 N HOWARD ST STE R,SPOKANE,99201,NY,817 BROADWAY,NEW YORK,10003,603562087,N,valid,valid
"""ARTIST IN YOU"", INC.",NONPROFIT,NY,"1 MAIDEN LANE, 5THFLOOR",NEW YORK,10038,,,,,3973912,N,valid,missing
"""AS A GRAIN OF MUSTARD SEED"" ""LLC""",CORPORATION,OH,,,,,,COLUMBUS,,1178161,N,missing,missing
"""AS A WHISTLE"" CLEANING SERVICE INC.",CORPORATION,NY,7 ANTLER LN,SOUTH SETAUKET,11720,NY,7 ANTLER LN,SOUTH SETAUKET,11720,1081787,N,valid,valid
"""AS I SEE IT"" ART AND GIFTS",DBA,OH,,,,,,FAIRFIELD,,4660617,N,missing,missing
"""AS IF"" DEVELOPMENTAL LLC",LLC,NY,"C/O DODGER PROPERTIES LLC 311 W 43RD ST, SIXTH FL",NEW YORK,10036,,,,,5371075,N,valid,missing
"""AS YOU WISH"" HOME RENOVATIONS INC.",CORPORATION,NY,51 EAST MAIN ST,SMITHTOWN,11787,,,,,4072163,N,valid,missing
"""AS-HOME"" DAY CARE CENTER, LLC",LLC,IN,"200 FRY ST, STE C",LAFAYETTE,47902,IN,6558 STAFFORD TR,ZIONSVILLE,46077,2003081900386,N,valid,valid
"""ASCS"" ADVANCED SPECIALTY CLEANING SERVICES, LLC",LLC,NY,POBOX 1017,HAMBURG,14075,,,,,4089671,N,valid,missing
"""ASE"" LLC",LLC,CT,,,,CT,33 SMITH ST 3 N,NEW BRITAIN,06053,1209280,N,missing,valid
"""ASISTEME INVERSIONES"", ""LLC""",LLC,FL,1241 AQUILA LOOP,CELEBRATION,34747,FL,1241 AQUILA LOOP,CELEBRATION,34747,L18000090181,N,valid,valid
"""ASK HR"", LLC",CORPORATION,OH,,,,,,MILLERSBURG,,2381551,N,missing,missing
"""ASK THE WIZARD"" LLC",LLC,CT,,,,CT,395 PEQUOT AVE #5,NEW LONDON,06320,823917,N,missing,valid
"""ASTRA HEALTH CARE"" INC.",CORPORATION,CO,6825 E TENNESSEE AVE ST #350,DENVER,80224,CO,6825 EAST TENNESSEE AVE ST #350,DENVER,80224,20051472910,N,valid,valid
"""ASTRO PAVING COMPANY"" AND/OR ""APC""",PARTNERSHIP,IN,334 NORTH SENATE AVE,INDIANAPOLIS,46204,IN,5400 W 86TH ST,INDIANAPOLIS,46268,LP94060002,N,valid,valid
"""AT HOME"" NEAR THE BEACH, LLC",LLC,FL,12625 ETRIS RD,ROSWELL,30075,FL,2043 LUNETA ST,NAVARRE,32566,L16000121021,N,invalid,valid
"""AT THE CROSS"" OF GEORGIA COMPANY",NONPROFIT,GA,305 ROSEMONT RD,LAGRANGE,30241,GA,605 HL ST,LAGRANGE,30240,15097595,N,valid,valid
"""AT YOUR SERVICE"" CATERING & EVENT PLANNING - LLC",CORPORATION,OH,,,,,,MAPLE HEIGHTS,,1991617,N,missing,missing
"""AT YOUR SERVICE"" REFRESHMENTS, LLC",CORPORATION,OH,,,,,,LIMA,,1701002,N,missing,missing
"""ATHLETES' PERFORMANCE FLORIDA, LLC",LLC,DE,300 DESCHUTES WY SW STE 208 MC-CSC1,TUMWATER,98501,FL,1050 GULF BREEZE PKWY,GULF BREEZE,32561,603517293,N,invalid,valid
"""ATTORNEY PROTECTIVE""",DBA,OH,,,,,,AURORA,,1870468,N,missing,missing
"""ATTPRO""",DBA,OH,,,,,,LIBERTY TOWNSHIP,,1870469,N,missing,missing
"""AUNT SALLY'S KITCHEN""",CORPORATION,PA,,,,,17 W HIGH ST,ELIZABETHTOWN,,2107589,,missing,missing
"""AUSTIN - ELLA LLC""",CORPORATION,OH,,,,,,MENTOR,,2028035,N,missing,missing
"""AUTO INTERIOR DESIGNS & SEAT COVER SPECIALISTS GENERAL UPHOLSTERY"", ""LLC""",LLC,FL,5250 NW 75 AVE,LAUDERHILL,33319,FL,5931 PLUNKETT ST,HOLLYWOOD,33023,L12000005828,N,valid,valid
"""AUTOEXPRESS VALE""",CORPORATION,IN,10418 PLUMAS LN,INDIANAPOLIS,46236,IN,10418 PLUMAS LN,INDIANAPOLIS,46236,2002050900143,N,valid,valid
"""AUTOMATIC EQUIPMENT CO.""",CORPORATION,PA,,,,,515 LINDEN ST,SCRANTON,,2112734,,missing,missing
"""AXE INVESTMENTS LLC""",CORPORATION,OH,,,,,,UNIONTOWN,,2204550,N,missing,missing
"""AZ, BUKI VEDI"" BULGARIAN CULTURAL AND EDUCATIONAL CENTER OF SOUTH FLORIDA, INC.",NONPROFIT,FL,3054 RED MANGROVE LN SOUTH,FORT LAUDERDALE,33312,FL,1324 NE 181TH ST,NORTH MIAMI BEACH,33162,N15000006255,N,valid,valid
"""B & B CONSTRUCTION AND REPAIR CORP""",CORPORATION,FL,501 NW 141ST AVE,PEMBROKE PINES,33028,FL,501 NW 141ST AVE APT 106,PEMBROKE PINES,33028,P21000053121,N,valid,valid
"""B & E AUTO BROKERS LLC""",LLC,GA,200 GREENVILLE ST STE B,NEWNAN,30263,GA,200 GREENVILLE ST STE B,NEWNAN,30263,12004188,N,valid,valid
"""B"" ASPHALT, INC.",CORPORATION,IN,306 NORTH 400 EAST,VALPARAISO,46383,IN,306 NORTH 400 EAST,VALPARAISO,46383,2002040200155,N,valid,valid
"""B"" CLEAN, LLC",LLC,MO,117 VININGS BLVD,OFALLON,63366,,,,,LC0798055,,valid,missing
"""B"" DAZZLED",CORPORATION,PA,,,,PA,832 SR 29 NORTH,TUNKHANNOCK,,2965762,,missing,missing
"""B"" FOR YOU/""B"" FOR ME LLC",LLC,MO,16005 HAROLD DR,BELTON,64012,,,,,LC1153644,,valid,missing
"""B"" HIVE TROPHY, INC.",CORPORATION,FL,1810 N HERCULES AVE,CLEARWATER,33765,FL,1810 N HERCULES AVE,CLEARWATER,33765,517036,N,valid,valid
"""B"" LINE BUILDING CORP.",CORPORATION,NY,49 MOSEMAN AVE,KATONAH,10536,NY,49 MOSEMAN AVE,KATONAH,10536,3934124,N,valid,valid
"""B"" PREPARED, INC.",CORPORATION,PA,,,,,1030 ML CRK DR,FEASTERVILLE,,2986393,,missing,missing
"""B"" STREET CAFE, LLC",LLC,CO,246 DUNSMERE,PUEBLO,81004,CO,121 WEST B ST,PUEBLO,81003,20111555452,N,valid,valid
"""B"" STREET PROPERTIES LLC",LLC,OR,,,,OR,560 SW B AVE,CORVALLIS,97333,26919092,N,missing,valid
"""B"" SWEET CUPCAKES, LLC",LLC,CO,425 E 4TH ST,LOVELAND,80537,CO,425 E 4TH ST,LOVELAND,80537,20131745095,N,valid,valid
"""B"" THE HANDS RELAXATION AND WELLNESS LLC",LLC,IN,"7061 TWIN OAKS DR, STE I",INDIANAPOLIS,46226,IN,"7061 TWIN OAKS DR, STE I",INDIANAPOLIS,46254,201709271216447,N,valid,valid
"""B"" WELL LLC",LLC,PA,,,,,2817 BOWMAN AVE,BRISTOL,,4317474,,missing,missing
"""B"" WISE ENTERPRISE LIMITED",LLC,IN,352 SHERI LN NW,CORYDON,47112,IN,13426 LOST CRK LN,CARMEL,46074,2015052100071,N,valid,valid
"""B"" WISE ENTERPRISE LLC",LLC,IN,352 SHERI LN NW,CORYDON,47112,IN,13426 LOST CRK LN,CARMEL,46074,2015052100071,N,valid,valid
"""B""-HANDY HANDYMAN SERVICE LLC",LLC,MO,5115 OWL CT,IMPERIAL,63052,,,,,LC0641221,,valid,missing
"""B""ING THE BEST, INC.",CORPORATION,FL,"1351 S KILLIAN DR, STE 1",LAKE PARK,33403,FL,"1351 S KILLIAN DR, STE 1",LAKE PARK,33403,P01000019283,N,valid,valid
"""B.O.Z."" THE BROTHERS OF ZION LLC",LLC,CT,,,,CT,80 COLEMAN ST,WEST HAVEN,06516,783223,N,missing,valid
"""B.Y.G. & M.Y.D."" LLC.",LLC,NY,41 STATE ST STE 106,ALBANY,12207,,,,,3241203,N,valid,missing
"""BACK 2 THE BASICS"" TUTORIAL SERVICES, LLC.",CORPORATION,OH,,,,,,BEAVERCREEK,,1681597,N,missing,missing
"""BACK TO BASICS"" INSTRUCTIONAL FOOTBALL CAMP, INC.",NONPROFIT,NY,856 MULBERRY RD,VALLEY COTTAGE,10989,,,,,3505652,N,valid,missing
"""BACK TO LIFE"" TAXIDERMY",SOLE PROPRIETORSHIP,WV,,,,,,,,,,missing,missing
"""BADIP BETTERDAYS INC""",NONPROFIT,NY,2706 RICHMOND TER,STATEN ISLAND,10303,,,,,4387564,N,valid,missing
"""BAG LADY LUNCHEON"" (BE THE ONE LEFT HOLDING THE BAG)",DBA,OH,,,,,,DAYTON,,2258658,N,missing,missing
"""BAKED"" IN THE VILLAGE CAFE",DBA,OH,,,,,,DAYTON,,2095416,N,missing,missing
"""BALANCIA COUNSELING LLC""",LLC,FL,12125 AVILES CIR,PALM BEACH GARDENS,33418,FL,12125 AVILES CIR,PALM BEACH GARDENS,33418,L19000252195,N,valid,valid
"""BALDY"" BOYD STATE FARM INS. AGENCY, INC.",CORPORATION,FL,37924 PACO AVE,DADE CITY,33525,FL,37924 PASCO AVE,DADE CITY,33525,P07000005992,N,valid,valid
"""BALLET WHISPERS"" CO.",CORPORATION,FL,5124 ALCOTT LN,AVE MARIE,34142,FL,5124 ALCOTT LN,AVE MARIE,34142,F20000003488,N,valid,valid
"""BANKRUPTCY DIY""",LLC,IN,5901 E 38TH ST,INDIANAPOLIS,46218,IN,5901 E 38TH ST,INDIANAPOLIS,46218,2011071100179,N,valid,valid
"""BANKSTON TRUCKING LLC LLC",CORPORATION,OH,,,,,,SPRING VALLEY,,4235465,N,missing,missing
"""BARBER ON THE SPOT"" CONCIERGE SERVICES LLC",CORPORATION,OH,,,,,,PLAIN CITY,,2272653,N,missing,missing
"""BARBIES DOLL'S"", ESCORT AND MODELING SERVICE",CORPORATION,PA,,,,,,,,902966,,missing,missing
"""BARNESVILLE CHAMBER OF COMMERCE""",NONPROFIT,OH,,,,OH,,BARNESVILLE,,165671,N,missing,missing
"""BARNEY"" BARKER OIL CO., INC.",CORPORATION,CT,,,,CT,109 STAMM RD,NEWINGTON,06111,1006518,N,missing,valid
"""BASILE'S CLEAR BROOK FARM INC""",CORPORATION,CT,,,,CT,11 MECHANICSVILLE RD BOX 827,GRANBY,06035,221487,N,missing,valid
"""BAY AREA NOTARY SERVICES, LLC.""",LLC,FL,2800 LAKELAND HLS BLVD,LAKELAND,33804,FL,2800 LAKELAND HLS BLVD UNIT 91084,LAKELAND,33804,L20000038546,N,valid,valid
"""BB'S TRUCKING LLC"" INC",CORPORATION,OH,,,,OH,,COLUMBUS,,4491760,N,missing,missing
"""BBA FORTY WEST PARTNERS, LLC""",LLC,MO,"1001 HIGHLAND PLZ DR WEST, STE 150",SAINT LOUIS,63110,,,,,LC0738697,,valid,missing
"""BBSEE LLC""",LLC,MO,"221 BOLIVAR STREET, STE 101",JEFFERSON CITY,65101,,,,,LC0878908,,valid,missing
"""BCI"" BUCKEYE CONSTRUCTION, INC.",CORPORATION,OH,,,,OH,,NEW CARLISLE,,1943338,N,missing,missing
"""BE ENCOURAGED"" MINISTRIES INC.",NONPROFIT,NY,40 CAROL ST,WEST HEMPSTEAD,11552,,,,,3605721,N,valid,missing
"""BE LIKE PAT""",DBA,OH,,,,,,COLUMBUS,,4258012,N,missing,missing
"""BE MORE BEHAVIORAL THERAPY""",CORPORATION,CO,1290 S HONEY WY,DENVER,80224,CO,1290 S HONEY WY,DENVER,80224,20171584962,N,valid,valid
"""BE PREPARED"" FIREARMS TRAINING LTD.",CORPORATION,OH,,,,,,CLEVELAND HEIGHTS,,1814653,N,missing,missing
"""BEA"" BLESSED BAKERY, LLC",LLC,AR,2201 IZARD ST,LITTLE ROCK,72206,AR,PO BOX 166467,LITTLE ROCK,72216,811067802,N,valid,valid
"""BEAR ON WHEEL LLC""",LLC,FL,9485 TRUMPET VINE LOOP,TRINITY,34655,FL,9485 TRUMPET VINE LOOP,TRINITY,34655,L18000140345,N,valid,valid
"""BEATS & KNOTS."" MY CREATIVE PASSION. ""LLC.""",LLC,FL,738 SEQUOIA TRL,PATRICK AFB,32925,FL,738 SEQUOIA TRL,PATRICK AFB,32925,L21000173053,N,valid,valid
"""BECAUSE YOU'RE SPECIAL..."", INC.",CORPORATION,PA,ATTN THERESA JOHNSON 5803 ADDISON ST,PHILADELPHIA,19143,PA,5803 ADDISON ST,PHILADELPHIA,,1033457,,valid,missing
"""BECCA'S HOUSE, LLC""",LLC,FL,9097 SW 4TH ST,BOCA RATON,33433,FL,9097 SW 4TH ST,BOCA RATON,33433,L18000067087,N,valid,valid
"""BEE BRAVE BUDDIES CORP""",NONPROFIT,FL,1316 BISCAYA DR,SURFSIDE,33154,FL,1316 BISCAYA DR,SURFSIDE,33154,N16000000303,N,valid,valid
"""BEE MEE DAY & NIGHT CARE CENTER"" LLC",LLC,FL,3400 NW 50TH AVE,LAUDERDALE LAKES,33319,FL,"3400 NW 50TH AVE, A108 A108",LAUDERDALE LAKES,33319,L20000372496,N,valid,valid
"""BEE"" FOR THE DAY, LLC",CORPORATION,OH,,,,,,SHAKER HEIGHTS,,1739554,N,missing,missing
"""BEE"" STREET INVESTMENTS, LLC",CORPORATION,OH,,,,,,WEST LAFAYETTE,,1538922,N,missing,missing
"""BEE"" UNIQUE HAIR BOUTIQUE",CORPORATION,PA,17759 BEAVERTOWN RD,TODD,,,17759 BEAVERTOWN RD,TODD,,3958073,,missing,missing
"""BEE""LIEVE ANTIQUES AND PRIMITIVES",SOLE PROPRIETORSHIP,WV,,,,,,,,,,missing,missing
"""BEES AND US"" LLC",LLC,MO,17777 CISSY DR,DIXON,65459,,,,,LC001537571,,valid,missing
"""BEING APART OF CHANGE""",NONPROFIT,NY,421 8TH AVE PO BOX 257,NEW YORK,10116,,,,,3861404,N,valid,missing
"""BEL AMI"", LTD.",CORPORATION,CO,7402 SOUTH GREELEY HWY,CHEYENNE,82007,WY,7402 SOUTH GREELEY HWY,CHEYENNE,82007,20001249211,N,valid,valid
"""BELIEVE IN YOUR DREAMS""",DBA,OH,,,,,,CASTALIA,,4297877,N,missing,missing
"""BELIEVE ME ITS YOGURT""",CORPORATION,IN,5753 ST JOE RD,FORT WAYNE,46835,IN,5753 ST JOE RD,FORT WAYNE,46835,198703-619,N,valid,valid
"""BELIEVE"" STORE",NONPROFIT,OH,,,,OH,,NEW HOLLAND,,2186641,N,missing,missing
"""BELLA MUSICA""",DBA,OH,,,,,,WEST CARROLLTON,,2130802,N,missing,missing
